,count
"graphics,statistical",1
"reward,musicianship",1
"crowdsourcing,music",1
"searching,optical",1
"recognition,web",1
"grammar,dependency",1
"grammar,entropy,grammar,syntax,word",1
"absorption,emotion,flow,health,music,peak",1
"experience,positive",1
"physics,statistical",1
"ears,entropy,learning,music",1
"perception,psychometrics,social",1
"discrimination,undergraduates",1
"resources,sound",1
"recordings,sounds",1
"analysis,harmony,symbolic",1
"analysis,harmony,musicologicalinnovation,symbolic",1
"correlation,dendrograms,hierarchical",1
"clustering,mapping",1
"composers,multidimensional",1
"scaling,music",1
"retrieval,similarity",1
"composers,differentiation,evolution,imitation,influences",1
"network,similarity",1
"systems,interdisciplinary",1
"statistics,statistical",1
fishing,1
armenian,1
neume,1
conveys,1
culture-specific,1
soaring,1
lullabies,1
"model,hierarchical",1
"model,least",1
"squares,linear",1
"regression,logistic",1
"regression,multilevel",1
"model,noninformative",1
"distribution,weakly",1
"analysis,history",1
"perception,speech,syntax,vocalization",1
"sequences,complex",1
"sequence,complexity",1
"theory,compound",1
"model,computational",1
"modeling,deep",1
"network,goldmsi",1
"questionnaire,harmonic",1
"memory,mental",1
"representation,mental",1
"simulation,prediction,predictive",1
"processing,reinforcement",1
"thought,theory",1
"consonants,music",1
"perception,psychological",1
"attitudes,sensory",1
"8,revision",1
"8,s",1
"theorem,cognition,communication,communication,comprehension,humans,language,natural",1
"processing,psycholinguistics,psycholinguistics,rational",1
"inference,reproducibility",1
"results,semantics",1
"abstraction,concepts,construal",1
"theory,declarative",1
"frequency,sentence",1
"comprehension,statistical",1
"processing,synactic",1
disambiguation,1
"11,12,29,30,cognition,it",1
"been,known",1
"possible,language,linguistics,orders",1
"the,psycholinguistics,received",1
"space,optimality",1
"principle,structural",1
"blending,theme",1
"chords,harmony,music",1
"gesture,language",1
"genesis,sign",1
"language,word",1
"bayesian,computational",1
"structure,repeating",1
"homorhythmy,melody,music",1
"retrieval,polyphony,texture",1
"function,circular",1
"models,trigonometric",1
"moments,wrapped",1
"systems,structure",1
"space,input",1
"probability,partial",1
"matching,perceived",1
"complexity,predictive",1
"models,probability,recurrent",1
"nets,tonal",1
"complexity,training",1
"analysis,contrapuntal",1
"music,fugues,musical",1
"complexity,harmonic",1
"patterns,hidden",1
"model,hidden",1
"models,hidden",1
"models,language",1
"model,music,musical",1
"index,negative",1
log,1
"58d19,81q05,81r40,circle",1
"fifths,continuum,cyclic",1
"groups,discrete,quantum",1
"cognition,scales,transposition",1
"design,experiments,hypothesis",1
"testing,mathematical",1
"models,methodology,theory",1
"puzzle,onata",1
"study,crowdsourcing,digital",1
"scores,song",1
"availabledata,foundationalwork",1
"musicology,humdrum,music",1
"initiative,music",1
"searching,query",1
"language,regular",1
"expressions,symbolic",1
"geometry,sampling",1
"community,corpus",1
"study,harmony,pedagogy,performance",1
"alignment,corpus",1
"library,interoperability,music",1
"analyses,musical",1
"scores,string",1
"quartet,strings",1
"acquisition,word",1
"00a65,05a15,37b10,analytic",1
"combinatorics,classification,generating",1
"functions,scales,symbolic",1
"model,language,scalar",1
"analysis,classification,data",1
"analysis,excel,matlab,model,modeling,permutation,programming,resampling,sas,stata",1
"analysis,optimization,projective",1
"dr,hans",1
"neuhoff,hochschule",1
fur,1
"und,prof,steller,systematische",1
"musikwissenschaft,tanz",1
koln,1
"model,open",1
"inference,theoretical",1
"composition,form,melody,rhythm",1
"metre,sonata",1
"discrimination,expectation,harmony,melody,tonality",1
concomitant,1
"variables,excess",1
"zeroes,latent",1
"class,prediction,preenrollment",1
"syntax,melody",1
creates,1
fixed-scale,1
solmization,1
booke,1
psalmes,1
octaves,1
scene-analysis,1
vicentino,1
"form,order",1
"effects,structural",1
"puzzle,order",1
"effects,sonata",1
"form,structural",1
zoomland,1
again,1
form---function---content,1
"superstars,hit",1
"science,market",1
"share,power",1
"chord,evaluation,harmony,mir,polyphony,similarity",1
"etc,gregorian",1
"chants,history",1
"sciences,survival",1
"music,community",1
gradient-free,1
"sciences,multidisciplinary,of,program,science,to,transcribe",1
"annotation,historical",1
"corpora,interchange,interoperability,schema",1
"design,standardization,tei",1
customization,1
"100,cumulative",1
"advantage,economics",1
transcribe,1
"clas,humanities",1
theta,1
underlie,1
entre,1
polcas,1
human-centered,1
neurons,1
"graph,fractal",1
"dimension,golden",1
"ratio,instability,shannon",1
"entropy,topological",1
"analysis,data,music,music",1
"science,collaborative",1
"annotation,crowdsourcing,motivations,music",1
"clas,computer,development,development",1
"cognition,entropy,expectation,information",1
"theory,melody,music,statistical",1
"entropy,grouping,music,open",1
"data,open",1
"materials,perception,prediction",1
"cadences,expectation,music",1
"theory,probabelistic",1
"harmony,liszt,structural",1
"ience,yc",1
hologica,1
sc,1
"composers,historical",1
"musicology,language,npvi,presented",1
"approach,properties",1
"music,rhythm,the",1
"originated,this",1
"rule,subsumption",1
"timing,duration",1
"estimation,duration",1
"reproduction,musical",1
"experience,tempo",1
"rating,time",1
"attention,entrainment,musical",1
"tempo,tapping,time",1
"listening,music",1
"benefit,power",1
"culture,language,music,power",1
"music,psychology",1
"cortex,auditory",1
"imagery,fmri,music,timbre",1
"knowledge,musical",1
"structure,preference",1
"theory,perception,perception,social",1
"chords,music",1
"learning,evolution,individual",1
"audio,harmonic,music,pitch",1
"space,segmentation",1
"knowledge,fully",1
"distribution,isotonic",1
"regression,multimodality",1
"discrimination,memory,musical",1
"abilities,similarity",1
"algorithms,forecasting,human",1
"performance,learning,markov",1
"models,memory,music",1
"cognition,reaction",1
"audition,composition,computational",1
"models,harmony,music,music",1
"development,identities,individual",1
"identities,musicality",1
"music,consumer",1
"behavior,control,dominance,emotion,store",1
"image,time",1
"cortex,history,human,meg,timing",1
item,1
"modelling,melodic",1
"transform,midi,tonality,visualization,web",1
"coefficients,duple",1
"meter,foreground",1
"derivation,pascal,rhythmic",1
"operations,s",1
"triangle,sierpinski",1
"gasket,syncopation",1
"entrainment,entrainment,language,meter,metrum,music,musik,sprache,syntax,syntax",1
"humanities,harmony,music",1
"theory,research",1
"differences,aging,cognitive",1
"assessment,computational",1
"modeling,information,learning,learning",1
"strategies,probability",1
"probability,statistical",1
"weighting,uncertainty",1
bind,1
"syntax,linguistics,semantics",1
"theory,prolongation,ravel,schenker",1
"coevolution,culture",1
"cognition,dual",1
"theory,human",1
"century,cadence,corpora,harmony,phrase,piano",1
"workflow,computational",1
tonika,1
subdominante,1
denotation,1
beethovens,1
werkstatt,1
genetische,1
textkritik,1
contamination,1
"segmentation,music",1
"training,musical",1
"features,segmentation",1
"modelling,segmentation",1
"models,human",1
"mu,prosodic",1
"structure,prosody,speech",1
dominante,1
"response,musical",1
"experience,physical",1
"response,physiological",1
"aesthetics,music",1
"perception,neuroaesthetics,neuroscience",1
"ethnomusicology,fair",1
"retrieval,research",1
"ambiguity,harmonic",1
"humanities,ocr,referencing,scholarship,search,standards",1
"data,born",1
"digital,culturomics,digital",1
"humanities,digitisation,historiography,humanities,infinite",1
"archive,lewis",1
"mumford,macroscope,methodology,positivism,privatisation,selection",1
"software,cultures,humanities,intellectual",1
"progress,justice",1
"platforms,music",1
"streaming,skeuomorphism",1
"abbey,liturgical,medieval,neumatic",1
"notation,pedagogy,sankt",1
"gallen,verse",1
"psychology,evolution,evolutionary",1
"biology,hierarchies,language,life",1
"sciences,music,social",1
"song,music",1
"piece,pitch",1
"class,support",1
"music,cultural",1
"platforms,digitalisation",1
"music,electronic",1
"music,multisided",1
"markets,music",1
"evolution,languages,phylogenetic",1
"chords,creativity",1
"tools,embeddings,harmony,music,neural",1
"models,recommender",1
"systems,songwriting",1
"models,electronic",1
"music,hyperbolic",1
"attention,hyperbolic",1
"analysis,old",1
"kit,drum",1
"pattern,microtiming,popular",1
"music,rhythm,timing",1
"deletion,evolution,genetics,lateral",1
"transfer,manuscript,mutation,phylogen,recombinant,split",1
"decomposition,stemma",1
"applications,convergent",1
"problem,frequency",1
"ratio,simple",1
"notation,mozarabic",1
immortal,1
ml,1
engages,1
lobes,1
"chant,musical",1
"function,harmony,music",1
"theory,roman",1
"numerals,tonality",1
"scales,enharmonic",1
"equivalence,key",1
"scale,constraint",1
"programming,constraint",1
satisfaction,1
"finding,lda,polyphony",1
"aesthetics,empirical",1
"aesthetics,evolutionary",1
"aesthetics,neohedonism",1
"chant,cluster",1
"analysis,mode,multidimensional",1
"scaling,tonality",1
"interval,minor",1
"music,topos",1
"a,confronted",1
"a,empiricism,method,methodology,musicology,observation,one",1
immediately,1
recalls,1
"the,perception,philosophy",1
"science,question,w",1
hat,1
"streaming,social",1
"media,soundcloud,user",1
"data,mcgill",1
"project,midi",1
"cloud,music",1
"information,text",1
"graphics,mathematics",1
"extramusical,imagery,meaning,production",1
"transformer,hyperbolic",1
"retrieveal,recurrent",1
"networks,solid",1
"modeling,structured",1
"generation,task",1
"analysis,transformers",1
"models,model",1
"selection,penalized",1
"aesthetics,scripts,sensitive",1
"1,analysis,cluster,cluster",1
"analysis,functional",1
"harmony,information",1
"bottleneck,information",1
"theory,introducing",1
"methods,statistics",1
"analysis,earworms,involuntary",1
"measurement,software,synchronization",1
poesie,1
"liturgique,trope",1
fabian,1
"experience,aesthetic",1
"preference,aesthetics,art,attitudes,cognitive",1
"schemata,critical",1
"period,experimental",1
"composition,creativity,imagination,improvisation,models,practice,sketches,technology,work",1
"dynamics,music",1
"evolution,temporal",1
"mining,feature",1
"extraction,music,music",1
"analysis,performance",1
"analysis,pipelines,position",1
"measurement,power",1
"mode,sadness,scales",1
"adaptation,hormones,mood",1
"regulation,music,oxytocin,social",1
"bonding,social",1
"function,theory",1
"topology,regulatory",1
"networks,scientific",1
"beziehungen,dhd2020,dinge,handeln,musicking,musikedition",1
"perception,rhythm",1
"humanities,linked",1
"scores,owl",1
"_todo,music",1
"practice,practice",1
"strategies,quality,quantity",1
"agents,communicative",1
"networks,interindividual",1
"identification,musical",1
"priming,multisensory",1
"clustering,methods,psychology",1
"evolution,language,language",1
"acquisition,learning,machine",1
"learning,memory,syntax",1
"theory,event",1
"timing,metre",1
"instruments,musical",1
"perception,performance",1
"aspects,psychological",1
"cognitive,language,music,neurophysiological,perceptual,semantics,syntax",1
nonverbal,1
"mathematics,power",1
"theory,wagner",1
"skills,harmony,memory",1
"imagery,melodic",1
"affect,emotion,model",1
"physics,computational",1
"scales,diatonic",1
"theory,diatonicity,edo,major",1
"scales,microintervals,relative",1
"copyright,multimedia,open",1
"research,privacy",1
"mining,harmonic",1
"analysis,music,music",1
"retrieval,spirals,statistical",1
"analysis,trajectory",1
"situation,linguistic",1
"convention,poker",1
"player,stylistic",1
"variation,textual",1
"model,music,perception,performance",1
"aesthetics,arousal,emotion,emotion,listening,music,theory",1
"aesthetics,arousal,emotion,listening,music,theory",1
"complexity,morphisms,special",1
"factors,sturmian",1
"computation,conformity,cultural",1
"diversity,environmental",1
"heterogeneity,social",1
"task,feature",1
"subset,plan",1
"diagram,relevance",1
"emotion,expression,music",1
"performance,nonverbal",1
"communication,speech",1
"affect,arousal,brain,emotion,induction,mechanism,memory,music,theory",1
"communication,emotion,expression,lens",1
"variation,iterated",1
"software,musical",1
"extraction,nosource,symbolic",1
"labels,figured",1
"bass,harmonic",1
"ambiguity,heuristics",1
"expectancy,expectancy,harmony,harmony,language,music,rhythm,syntax,syntax",1
"domain,design",1
distribulion,1
"culture,group",1
"size,human",1
"complexity,children,cultural",1
"learning,random",1
dot,1
"patterns,serial",1
"analysis,feature",1
"analysis,japanese",1
"songs,regional",1
"musicology,information",1
"perception,musicology",1
"distribution,heine",1
"entropy,most",1
probable,1
"distribution,weighted",1
"theory,perceptual,theory",1
"perception,transformation",1
"inference,communication,cultural",1
"dynamics,cumulative",1
"culture,innovation",1
"blues,corpus,music,syntax",1
"1930s,1940s,1950s,1960s,jazz,roman",1
"contrast,perception,rhyme,similarity",1
"evolution,drift,language",1
"change,neural",1
"networks,selection",1
"games,language,natural",1
"language,phonology,semantics,syllables,syntax,vocabulary",1
000,1
"works,computer",1
"cassirer,group",1
"archaeology,musicality",1
multitask,1
"retrieval,representation",1
"neuroscience,neuroscience",1
"1988,patterns,rhythm,rhythm,tabla",1
"combinatoriality,cultural",1
"language,population",1
"learning,cultural",1
unseen,1
bibliometry,1
ecodiversity,1
"model,gis,historical",1
"biogeography,phylogeography,population",1
"genetics,visualization",1
"ethnomusicology,evolution",1
"music,hominin",1
en,1
computationnelle,1
group-theoretical,1
implementational,1
backwards,1
encode,1
unicode,1
drama,1
"selection,music",1
"retrieval,musicology,statistical",1
acute,1
traumatic,1
injury,1
dogs,1
approches,1
diagrammatiques,1
"anthropology,social",1
"anthropology,sociology,sociology",1
"culture,theory,unsupervised",1
"equity,ethical",1
"issues,justice,nanotechnology,power,social",1
"brain,emotion,music",1
"brain,model,music,music",1
"perception,neuroscience",1
"anthropology,biological",1
"anthropology,computational",1
"science,cultural",1
"sociology,culture,culture",1
"cognition,digital",1
"data,mathematical",1
"sociology,metal",1
"music,methodology,music,other",1
"learning,theme",1
"finding,voice",1
"musicology,style",1
"distance,enculturation,globalization,music",1
"distance,enculturation,music",1
moran,1
"model,direct",1
"bias,gumbel",1
"learning,nativism",1
atomic,1
"concept,implementation",1
"purpose,induction",1
"algorithm,observational",1
"learning,recursive",1
"polyphony,implicit",1
"polyphony,machine",1
"ability,pitch",1
"analysis,psychological",1
"hierarchies,tonality",1
"cognition,sysmus14,tonality,tonality",1
"paper,computer",1
"program,multidimensional",1
"scaling,public",1
"policy,statistical",1
"wagner,tristan",1
"arts,composer,foundationalwork,germany,hindemith,paul",1
"linguistic,musical",1
"networks,leitmotifs,musical",1
"patterns,opera,sound",1
"explainability,gpt3,music",1
"cognition,geometry,harmonic",1
"visualization,tonal",1
galois,1
bright,1
favoured,1
synchronizing,1
tactile,1
metronomes,1
historic,1
commons,1
neurosciences,1
"complexity,linguistics",1
"debussy,music",1
"theory,pentatonic,piano",1
"darstellungsschemata,fallloseschemata,problemloseschemata,wissensreprasentationen,wissensschemata",1
"analysis,intertextuality,mikhail",1
"bakhtin,richard",1
oracles,1
"events,live",1
"listening,recorded,technology",1
"context,development,enculturation,form,pitch,rhythm,structure,timbre,tonality,training",1
"studies,theatre",1
"statistics,crowdsourcing,data",1
"science,discrimination",1
"psychological,humans,iterated",1
"learning,models",1
"chord,consonance,dissonance,preference,psychoacoustics,vertical",1
"chord,emotion,longing,nostalgia,vertical",1
"learning,program",1
"imitation,innovation,niche",1
"construction,social",1
"learning,teaching",1
"agency,choice,context,everyday",1
"life,live",1
"distance,raga",1
"behaviour,learning",1
"memory,psychology",1
"antiphonal,antiphoner,cantus,chant,database,dendrogram,gregorian,index,inventory,latin,medieval",1
"studies,modes,office,research",1
"tools,volpiano",1
font,1
"emotion,hormones,loneliness,mood,music,personality,pleasure,prolactin,sadness,stress",1
"chains,digital",1
"humanities,interdisciplinary",1
"extraction,music",1
"retrieval,performance",1
"measures,polyphonic",1
"music,longest",1
"set,pitch",1
"histogram,raga",1
"archive,transcription,visualization",1
accentuation,1
"curve,autocorrelation,meter,periodicity,tempo",1
"mazurka,music",1
"expressivity,music",1
"performance,rhythm",1
"algorithms,bioacoustics,computing",1
"methods,cultural",1
"beat,neural",1
"networks,neural",1
"jazz,methods,music",1
"analysis,automation,databases,filtering,frequency,machine",1
"indexing,mathematical",1
"model,multiple",1
"classification,music,pattern",1
"segmentation,beats,folk",1
"scholarship,modality,segmentation",1
"economics,interdisciplinary",1
"musicology,user",1
"publishing,arxiv,bibliometria,bibliometrics,bibliotekoznawstwo,humanistyka,humanities,library",1
"science,preprint,publikacje",1
naukowe,1
"attention,oscillation",1
"perception,dynamical",1
"psychological,photic",1
"stimulation,space",1
"perception,spatial",1
"memory,spatial",1
"memory,statistics",1
"nonparametric,visual",1
"perception,visual",1
"differentia,digital",1
narratival,1
"information,and",1
"expectations,at",1
"composer,cadence,cadence",1
"the,cadences",1
"of,caplin,emotional",1
"a,film",1
"theory,goldsmith,howard,jurassic",1
"data,cultural",1
"evolution,music,war",1
"expertise,pitch,smarc",1
"effect,spatial",1
"representation,timbre",1
"learning,cumulative",1
"culture,imitation,innovation,overimitation,ritual",1
"abstract,accentuate",1
"texture,orchestration,symbolic",1
"cognition,emotion",1
"statistics,cognitive",1
"modeling,cognitive",1
"modeling,informative",1
"distributions,informative",1
"distributions,model,model",1
"development,prediction,prediction",1
"anthropology,language,music",1
"perception,natural",1
"language,pitch",1
"biogeography,cultural",1
"anthropology,culture,ethnic",1
"groups,evolutionary",1
"biology,gabon,phylogenetic",1
"corpus,layers,music",1
"tension,tonal",1
"space,tonality",1
"constraints,compositional",1
"grammar,pitch",1
"space,serialism",1
"grouping,hierarchical",1
"representation,meter,pitch",1
"space,prolongational",1
"operators,role",1
"it,the",1
"amount,various",1
"emotion,fil,film,literature,literature,music,music,prediction,suspense,tension",1
electrocortical,1
"stimulation,language",1
"mapping,music,neurosurgery,speech",1
bub_upload,1
"learning,of",1
"construction,of",1
"with,one",1
"bottlenecks,process",1
pseudo-greek,1
misperception,1
coefficients,1
"by,refinement",1
"park,korngold,modulation,moross,newman,of",1
"a,phrase,s",1
"disposal,scene,the",1
"tools,the",1
"placement,western,williams",1
"trees,domain",1
"contribute,information",1
"gain,introduction",1
"evolution,reinforcement",1
"learning,symbol",1
"pitch,piano",1
"majors,piano",1
"timbre,string",1
"majors,string",1
"timbre,timbre",1
"data,involuntary",1
"modelling,digital",1
"musicology,frbr,linked",1
arrangements,1
"annotation,linked",1
"data,performance,user",1
"encoding,web",1
"embeddings,representation",1
"games,discretisation,language",1
"frequency,information",1
"theory,parsing,prediction,sentence",1
"processing,syntactic",1
"complexity,syntax,word",1
"language,linguistics,probabilistic",1
"abstraction,cognitive",1
"language,grammatical",1
"theories,parsing",1
"theory,prolongation,psychoacoustics",1
"schema,sysmus14,tonality,tonality",1
"linguistics,emotion,life",1
"sciences,linguistics,other,psychology,social",1
"frequencies,microtonal",1
"intervals,statistical",1
"100,corpus",1
"study,harmony,popular",1
"histogram,music",1
"retrieval,pentatonic,pitch",1
"distribution,pitch",1
"potentials,data",1
"visualization,k",1
"clustering,manifolds,neural",1
"networks,neurons,principal",1
"analysis,vision",1
"process,dirichlet",1
"process,gibbs",1
"sampling,mixture",1
anhemitonic,1
"pentatonic,chinese",1
"music,computational",1
"musicology,machine",1
"learning,merged",1
"acoustic,fetus,heartbeat,melody,music,prenatal,preterm,rhythm,speech",1
"emotion,human",1
"behaviour,language,psychology",1
"fmri,frontoparietal",1
"network,hierarchical",1
"processing,music,prediction",1
"error,working",1
"nonparametric,chinese",1
"imagery,methodology,music",1
"experiences,social",1
"biology,gene",1
regulatory,1
"networks,metabolic",1
"pathways,models",1
"biological,semantics,signal",1
transduction,1
"cognition,philosophy,philosophy",1
"science,philosophy",1
"memes,sir",1
"model,stochatic",1
equations,1
"augmentation,deep",1
"categorization,connectivity,definitions",1
"incidence,dti,erp,identification,mri,music,neuroscience,pitch,psychology",1
"rule,natural",1
"processing,parse",1
"tree,viterbi",1
"brahms,dataset,db,dynamics,note",1
"onsets,recordings,timing",1
"harmony,language,music,schema,syntax,sysmus14",1
"mathematics,mathematical",1
"intuition,numerical",1
"rate,data",1
"models,mask",1
"strategy,music",1
"understanding,predictive",1
"models,security,symbolic",1
"music,task",1
"analysis,training,training",1
"system,inference",1
"algorithms,feature",1
"extraction,feature",1
"extraction,midi",1
"dataset,multiple",1
"algorithms,text",1
"clustering,traditional",1
"music,transforms",1
"bert,bit",1
"shift,syntax",1
"autocorrelation,data",1
"mining,ear,frequency",1
"conversion,frequency",1
"estimation,instruments,multiple",1
"classification,music,signal",1
"processing,tuning",1
"correspondences,implicit",1
"delay,pitch,raga,tonic",1
"comprehension,language",1
"production,language",1
"typology,motor",1
"control,serial",1
"order,syntax,working",1
"lengthening,eeg,musical",1
"structures,structure",1
"relationship,statistical",1
"learning,these,to",1
"acoustics,language,learning,music,sound,speech,statistical,timbre",1
"bibliotheken,deutsche",1
"forschungsgemeinschaft,geisteswissenschaft,nebenkosten,niklas",1
"luhmann,unesco,wissenschaftsrat",1
"group,indian",1
"music,modified",1
"perception,between",1
"chords,day",1
composed,1
"according,devoto,grammar,grammar,jannery,learning,music",1
encounter,1
"every,over",1
"time,piston,preference,principles,rules",1
dictate,1
"distance,empirical",1
"aesthetics,eye",1
"movements,scene",1
"events,implicit",1
"knowledge,melody,nontonic,priming,process",1
"structures,research",1
"to,reveal",1
"listeners,the",1
"integration,timing",1
"study,human",1
"expectation,melodic",1
"expectation,model",1
"culture,imagination,music,narrative,semantics",1
"perception,intersubjectivity,music,narrative,tension",1
disinterested,1
"contemplation,emotional",1
"music,indian",1
"encoding,music",1
sysneuro,1
"inference,computational",1
"science,free",1
"principle,models",1
"interactions,multisensory,music,perception",1
"action,sensorimotor",1
"test,musical",1
"syntax,tonality,visual",1
"audio,data",1
"mining,dataset,genre,greek",1
"retrieval,mood,symbolic",1
"system,cognitive",1
"neuroscience,functional",1
"imaging,language",1
"auditory,fractals,hierarchy,music,recursion",1
"density,mixture",1
"distribution,statistical",1
"model,wind",1
"direction,wind",1
"monitoring,frn,music",1
"cognition,n1,sensorimotor",1
"memory,sequence",1
"emotion,film,music,soundtrack",1
"progression,chord",1
"transcription,chord",1
"transcription,harmonic",1
"complexity,mir,music",1
"detection,constituency,dependency,music",1
"attending,structural",1
linearity,1
nfdi4culture,1
consortium,1
immaterial,1
backing,1
snarky,1
puppy,1
minute,1
non-stop,1
"generative,tonal",1
"analysis,kolmogorov",1
"empiricism,music",1
"ontology,rationality,theory,theory",1
"theory,schoenberg,serial",1
"explanation,music",1
"theory,precision",1
near-eastern,1
"acquisition,inductive",1
"biases,language",1
"acquisition,linguistics,social",1
"sciences,syntax",1
"communication,adaptive",1
"landscape,passeriformes,peak",1
"shift,phenotypic",1
"plasticity,signal",1
"production,statistics,the",1
"test,theories",1
"cognition,cognition,mathematical",1
"theory,psychology",1
"computation,mathematical",1
"_todo,decomposition,explanation,function,levels,marr,modelling",1
"learning,center",1
"embedding,extrapolation,first",1
"explained,behaviour",1
mimics,1
"to,computer",1
"external,mathematical",1
"theory,motives,music",1
"theory,musicology,musicology,of",1
"working,of",1
"of,science",1
"cognition,cognition,music",1
"training,tonality,tonality",1
"theory,theorie",1
musicale,1
"cognition,embodied",1
"psychology,radical",1
foundationalwork,1
"augmentednet,phdthesis,phdthesis_background",1
"attempt,style",1
"lyrics,machine",1
"learning,naive",1
"bayes,text",1
"pathways,basal",1
"ganglia,humans,macaque",1
"monkey,premotor",1
"cortex,rhythmic",1
"long,nosource",1
"creativity,machine",1
"bias,demographics,music,neural",1
"networks,recommender",1
"experience,atonal",1
"music,pleasure,predictive",1
"coding,uncertainty",1
"linguistic,preliminary",1
"affect,emotion,improvisation,jazz",1
"models,marketing,technology",1
"forecasting,telecommunications",1
"_todo,fundamental",1
"bass,progression,rameau,schoenberg",1
"cognition,humans,internet,problem",1
"solving,psycholinguistics,publishing,research",1
"culture,diversity,evolution,form,function,music,song,universality,vocalization",1
uncategorized,1
"dissonance,pitch,sound",1
"recognition,timbre",1
"pitch,expertise,music",1
"aptitude,musical,musical",1
"potential,musical",1
"savants,natural",1
"gifts,nature,nurture,prodigies,talent,williams",1
"collections,music",1
"processes,information",1
"signals,culture,entropy,music",1
"perception,psychoacoustics,sensory",1
"perception,valleys",1
"05a05,05a10,15a69,60c05,expectation,expectation",1
"tensor,metric,microtonality,music",1
"cognition,pitch,salience,tonality,tone",1
"numeriques,modelisation,philosophie",1
to_read,1
"visualization,visual",1
"analytics,visual",1
"musicology,visualization",1
"networks,computational",1
"mining,graph",1
"schema,graph",1
"evolution,culture,human",1
"learning,population",1
"size,scientists,scientometrics,simulation",1
"culture,cultural",1
"culture,innovation,social",1
"models,linear",1
"models,multilevel",1
"epistemologie,humanites",1
"biology,neuroscience",1
"keywords,culture,entrainment,evolution,generativity,music,palaeontology,subject",1
"areas,theoretical",1
"biology,vocal",1
"culture,demography,human",1
"transmission,evolution,lab",1
"experiments,social",1
"arithmetic,cultural",1
"length,model",1
"selection,musical",1
"rhythm,probabilistic",1
"linguistics,language,monte",1
"method,probability",1
"distribution,random",1
"variables,semantics,statistical",1
"attention,behavior,biology",1
"learning,religion,robust",1
"statistics,spin",1
glass,1
"dance,development,music,rhythm,tonality",1
andean,1
"00a65,62b10,68q30,applied",1
"computing,information",1
"theory,minimum",1
"retrieval,pitch",1
"recognition,residual",1
"network,spectrogram",1
"ai,artificial",1
"intelligence,classification,music,neural",1
"anthropology,archaeology,cultural",1
"evolution,history,inverse",1
"model,machine",1
"1982,essler,fits,k",1
rumhansl,1
"k,microtonality,of",1
"twelve,perceived,pitch",1
"similarity,probe,probe",1
"data,spectral,tonal",1
"hierarchies,tonality,tone",1
comprise,1
"bayes,computational",1
"modeling,expectancy,hmm",1
"anthropology,arts",1
"humanities,cognitive",1
"anthropology,folk",1
"biology,folklore,hybrids,imaginary",1
"animals,minimally",1
counter,1
"sciences,mental",1
"psychiatry,neuroimaging,neuroscience,psychology,psychology,research",1
"article,social",1
"expectation,melody,music,probabilistic",1
"modeling,statistical",1
"ambiguity,harmony,music",1
"audio,lyric,machine",1
"processing,peak",1
vocally,1
learnt,1
mammalian,1
inter-population,1
naturalistic,1
estrutura,1
ziffers,1
numbered,1
"sciences,cognitive",1
"neuroscience,cognitive",1
"psychology,cognitive",1
"science,cognitive",1
"science,experimental",1
"psychology,human",1
"performance,medicine",1
tonotopy,1
"infrastructure,handwritten",1
"recognition,htr,library,neural",1
"networks,transcribing,transcription,user",1
"analysis,melodic",1
"memory,random",1
"forest,recall",1
"memory,statistical",1
aptitude,1
"classification,2012",1
"scheme,20b35,algorithmic",1
"composition,musical",1
"examples,sound",1
"computing,syncopation",1
"media,media",1
"convergence,oramedia,soundcloud,storytelling,twitter,youtube",1
"archives,digital",1
"beethoven,composer,computational",1
"linguistics,conditional",1
"entropy,entropy,lexicons,music",1
"cognition,statistical",1
"data,statistical",1
"distributions,syntax",1
tusic,1
"00a65,2010",1
"concepts,monsters,social",1
"studies,latent",1
"allocation,tonal",1
"classes,tonality,topic",1
"choro,corpus",1
"study,form,harmony,musical",1
"visualization,scientific",1
"discovery,web",1
"physics,thermodynamics",1
"music,databases,distribution,melody",1
"variations,mode",1
"analysis,power",1
"law,quantitative",1
"analysis,theory",1
"augmentednet,mypublications,mypublications_thesis,phdthesis",1
"theory,harmony,local",1
"theory,networks,opinion",1
"algorithms,centrality,cultural",1
"evolution,culture,emotions,personality,phenotypes,regression",1
"hierarchy,hierarchy,mathematics,neurosciences,tree",1
"music,pitch",1
"profile,symbolic",1
"theory,information",1
"technology,statistical",1
"humanities,image",1
"analysis,iterative",1
"methods,music,music,score,symbolic",1
"data,tools,training,visualisation",1
"bf,bf",1
kevin,1
murphy,1
"evolution,diversity,graph",1
"tests,behavior,bioacoustics,emotions,music",1
"perception,professions,psychometrics",1
"evolution,culture,data",1
"compression,entropy,evolutionary",1
"emergence,evolutionary",1
"processes,language",1
"retrieval,musicology,research",1
"science,data",1
"pattern,computational",1
"ethnomusicology,discriminant",1
"pattern,music",1
"analysis,native",1
"music,pattern",1
"musicology,contrast",1
"mining,pattern",1
"discovery,pattern",1
"analysis,string",1
"intervals,intervallic",1
"perception,psychoacoustics,scale",1
"steps,sound",1
"cognition,cultural",1
"evolution,price",1
"equation,selection",1
ethnomusicologie,1
"bioinformatics,phylogenetics",1
"progression,dissonance,hierarchical",1
"tension,melodic",1
"attraction,tonal",1
"ratio,harmony,period",1
"ratio,symmetry,tristan",1
"analysis,joseph",1
"haydn,roman",1
"estimation,music",1
"retrieval,roman",1
beneventan,1
"manuscripts,digital",1
"humanities,ethical",1
"collaboration,etyczna",1
"wspolpraca,manuskrypty",1
